
"Meesho Supplier Panel"
"Supplier ID","2695279"
"Supplier Registered Name","PRINCE VIJAYBHAI BHANDERI"
"Supplier Email ID","wonnder.crate@gmail.com"
"Download Date & Time Stamp","1754228863000"

"S No","Product Name","SKU","Variation","Meesho PID","Category","Qty","Order Number","Suborder Number","Dispatch Date","Return Created Date","Type of Return","Sub Type","Expected Delivery Date","Courier Partner","AWB Number","Status","Attempt","Tracking Link","Return Price Type","Return Reason","Detailed Return Reason"
"128","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178160401409898432","178160401409898432_1","2025-07-20","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1898085202FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1898085202FPL",,"NA","NA"
"129","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","178162887385467648","178162887385467648_1","2025-07-20","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899417496FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899417496FPL",,"NA","NA"
"130","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177648850763564160","177648850763564160_1","2025-07-19","2025-07-28","Customer Return","FIRST_RET","2025-08-15","Shadowfax","R1341255475FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1341255475FPL","Meesho Price","Received wrong product (different color / size / product)","Wrong size delivered"
"131","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","174930282344673408","174930282344673408_1","2025-07-12","2025-07-28","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081597102819","Returned","null","https://www.valmo.in/track/VL0081597102819",,"NA","NA"
"132","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178500854755882944","178500854755882944_1","2025-07-22","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1900094877FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1900094877FPL",,"NA","NA"
"133","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","178073652342836544","178073652342836544_1","2025-07-20","2025-07-28","Customer Return","FIRST_RET","2025-08-15","Shadowfax","R1343754689FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1343754689FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"134","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176951372766265472","176951372766265472_1","2025-07-17","2025-07-28","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081641014731","Returned","null","https://www.valmo.in/track/VL0081641014731",,"NA","NA"
"135","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176711351396221056","176711351396221056_1","2025-07-16","2025-07-28","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081632809310","Returned","null","https://www.valmo.in/track/VL0081632809310",,"NA","NA"
"136","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178102439487030016","178102439487030016_1","2025-07-20","2025-07-28","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815631898526","Returned","null","https://www.delhivery.com/track/package/1490815631898526",,"NA","NA"
"137","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_3","Free Size",,"Earrings & Studs","1","178516272328526656","178516272328526656_1","2025-07-22","2025-07-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1900121734FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1900121734FPL",,"NA","NA"
"138","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176705306368921984","176705306368921984_1","2025-07-16","2025-07-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1893131659FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1893131659FPL",,"NA","NA"
"139","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177766927393093568","177766927393093568_1","2025-07-19","2025-07-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896779877FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896779877FPL",,"NA","NA"
"140","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178118977590184960","178118977590184960_1","2025-07-20","2025-07-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899440485FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899440485FPL",,"NA","NA"
"141","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177386711926460224","177386711926460224_1","2025-07-18","2025-07-27","Customer Return","FIRST_RET","2025-08-14","Xpress Bees","234095366208664","Picked Up","NA","https://www.xpressbees.com/track?isawb=Yes&trackid=234095366208664","Meesho Price","Received defective product (stains / damaged / torn)","Product was broken or torn"
"142","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176691229268922176","176691229268922176_1","2025-07-16","2025-07-27","Customer Return","FIRST_RET","2025-08-14","Shadowfax","R1334984863MEO",,"NA","https://track.shadowfax.in/track?order=new&trackingId=R1334984863MEO","Meesho Price","Received defective product (stains / damaged / torn)","Both packaging and product were broken or torn"
"143","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177700163811591296","177700163811591296_1","2025-07-19","2025-07-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896385655FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896385655FPL",,"NA","NA"
"144","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177662501574430528","177662501574430528_1","2025-07-19","2025-07-27","Customer Return","FIRST_RET","2025-08-14","Shadowfax","R1337008531FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1337008531FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"145","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177337386605300864","177337386605300864_1","2025-07-18","2025-07-27","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081649089605","Returned","null","https://www.valmo.in/track/VL0081649089605",,"NA","NA"
"146","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178847250863409987","178847250863409987_1","2025-07-22","2025-07-27","Customer Return","FIRST_RET","2025-08-14","Shadowfax","R1341376826FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1341376826FPL","Meesho Price","Don't need the product anymore","Did not like the product"
"147","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178062884855925504","178062884855925504_1","2025-07-20","2025-07-27","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899094898FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899094898FPL",,"NA","NA"
"148","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176707465042973120","176707465042973120_1","2025-07-16","2025-07-27","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081632809309","Returned","null","https://www.valmo.in/track/VL0081632809309",,"NA","NA"
"149","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176968626031871104","176968626031871104_1","2025-07-17","2025-07-27","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081641014804","Returned","null","https://www.valmo.in/track/VL0081641014804",,"NA","NA"
"150","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 03","Free Size",,"Water Bottles","1","177820586578594688","177820586578594688_1","2025-07-20","2025-07-26","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899399239FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899399239FPL",,"NA","NA"
"151","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177446356053707072","177446356053707072_1","2025-07-19","2025-07-26","Customer Return","FIRST_RET","2025-08-13","Xpress Bees","234095347775968","Picked Up","NA","https://www.xpressbees.com/track?isawb=Yes&trackid=234095347775968","Meesho Price","Have size / fit related issues","Did not like the fit"
"152","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177458169931678848","177458169931678848_1","2025-07-19","2025-07-26","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573028762","Returned","null","https://www.delhivery.com/track/package/1490815573028762",,"NA","NA"
"153","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178016105464646464","178016105464646464_1","2025-07-20","2025-07-26","Customer Return","FIRST_RET","2025-08-13","Shadowfax","R1342395076FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1342395076FPL","Meesho Price","Don't need the product anymore","Did not like the product"
"154","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","176721965095076032","176721965095076032_1","2025-07-17","2025-07-26","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081641014931","Returned","null","https://www.valmo.in/track/VL0081641014931",,"NA","NA"
"155","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178106356237388544","178106356237388544_1","2025-07-20","2025-07-26","Customer Return","FIRST_RET","2025-08-13","Xpress Bees","234095347766560","Picked Up","NA","https://www.xpressbees.com/track?isawb=Yes&trackid=234095347766560","Meesho Price","Have size / fit related issues","Size correct but too loose"
"156","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176719857935466688","176719857935466688_1","2025-07-17","2025-07-26","Customer Return","FIRST_RET","2025-08-13","Shadowfax","R1337926942FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1337926942FPL","Meesho Price","Don't need the product anymore","Found lower price elsewhere"
"157","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177449441710885184","177449441710885184_1","2025-07-19","2025-07-26","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896290846FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896290846FPL",,"NA","NA"
"158","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178320301460081600","178320301460081600_1","2025-07-20","2025-07-26","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1898590839FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1898590839FPL",,"NA","NA"
"159","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","178515787395681089","178515787395681089_1","2025-07-21","2025-07-26","Customer Return","FIRST_RET","2025-08-13","Shadowfax","R1337940277FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1337940277FPL","Meesho Price","Have other quality related issues","Product's quality or performance is not good"
"160","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177075540954761088","177075540954761088_1","2025-07-17","2025-07-26","Customer Return","FIRST_RET","2025-08-13","Shadowfax","R1341204398FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1341204398FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"161","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","3","177850671477900032","177850671477900032_1","2025-07-19","2025-07-26","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815595859623","Returned","null","https://www.delhivery.com/track/package/1490815595859623",,"NA","NA"
"162","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177296376936580224","177296376936580224_1","2025-07-18","2025-07-26","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081649089606","Returned","null","https://www.valmo.in/track/VL0081649089606",,"NA","NA"
"163","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177784871208613952","177784871208613952_1","2025-07-19","2025-07-26","Courier Return (RTO)","forward_RTO","NA","Delhivery","1490815573029134","Returned","null","https://www.delhivery.com/track/package/1490815573029134",,"NA","NA"
"164","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176625700265021248","176625700265021248_1","2025-07-16","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1892628214FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1892628214FPL",,"NA","NA"
"165","New Fashionble Earrings (Pack of 2)","earring_1","Free Size",,"Earrings & Studs","1","174205514091919488","174205514091919488_1","2025-07-10","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1873388889FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1873388889FPL",,"NA","NA"
"166","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176625005201802688","176625005201802688_1","2025-07-16","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1893100139FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1893100139FPL",,"NA","NA"
"167","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177751841596296128","177751841596296128_1","2025-07-19","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1895258684FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1895258684FPL",,"NA","NA"
"168","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177694705231119488","177694705231119488_1","2025-07-19","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896655083FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896655083FPL",,"NA","NA"
"169","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178093180238893184","178093180238893184_1","2025-07-20","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1898048281FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1898048281FPL",,"NA","NA"
"170","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178134942532783424","178134942532783424_1","2025-07-20","2025-07-25","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1899007070FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1899007070FPL",,"NA","NA"
"171","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177303480959061120","177303480959061120_1","2025-07-18","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1895674117FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1895674117FPL",,"NA","NA"
"172","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 03","Free Size",,"Water Bottles","1","176022114972989120","176022114972989120_1","2025-07-15","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1880204177FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1880204177FPL",,"NA","NA"
"173","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177673728702891456","177673728702891456_1","2025-07-19","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896730157FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896730157FPL",,"NA","NA"
"174","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177335863720562496","177335863720562496_1","2025-07-18","2025-07-24","Customer Return","FIRST_RET","2025-08-11","Shadowfax","R1337019982FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1337019982FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"175","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6P Frosty","Free Size",,"Water Bottles","1","173395151576649088","173395151576649088_1","2025-07-07","2025-07-24","Courier Return (RTO)","forward_RTO","2025-07-20","Shadowfax","SF1845117752FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1845117752FPL",,"NA","NA"
"176","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177051962716538304","177051962716538304_1","2025-07-17","2025-07-24","Customer Return","FIRST_RET","2025-08-11","Shadowfax","R1338018561FPL","Picked Up","NA","https://track.shadowfax.in/track?order=return&trackingId=R1338018561FPL","Meesho Price","Received incomplete product (missing quantity / accessory)","Received incomplete product"
"177","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","176713084093321600","176713084093321600_1","2025-07-16","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1880292655FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1880292655FPL",,"NA","NA"
"178","Premium Quality Daily Wear Gold Plated Fancy Earring (SET OF 6)","6_combo_1","Free Size",,"Earrings & Studs","1","176675620791600576","176675620791600576_1","2025-07-16","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1878578629FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1878578629FPL",,"NA","NA"
"179","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177837448842496960","177837448842496960_1","2025-07-19","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1898059696FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1898059696FPL",,"NA","NA"
"180","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","177726024954725504","177726024954725504_1","2025-07-19","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896258010FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896258010FPL",,"NA","NA"
"181","Plastic Kitchen Containers Set - 24 pcs, Airtight Kitchen Storage Set, Unbreakable Round Dabba Set for Kitchen, 1200ml, 650ml, 350ml, 250ml 6 pieces each, black Lid, BPA Free","24 Sil 0000815","Free Size",,"Jars & Containers","1","177422056673386688","177422056673386688_1","2025-07-19","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1896763287FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1896763287FPL",,"NA","NA"
"182","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 03","Free Size",,"Water Bottles","1","177317111910125376","177317111910125376_1","2025-07-18","2025-07-24","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081649089671","Returned","null","https://www.valmo.in/track/VL0081649089671",,"NA","NA"
"183","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","178008161112837440","178008161112837440_1","2025-07-20","2025-07-24","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1898126739FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1898126739FPL",,"NA","NA"
"184","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 04","Free Size",,"Water Bottles","1","176240854822025152","176240854822025152_1","2025-07-16","2025-07-24","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081632321859","Returned","null","https://www.valmo.in/track/VL0081632321859",,"NA","NA"
"185","Plastic Pet Storage Jar and Container, Set of 24 (6 pcs x 250ml, 6 pcs x350ml, 6pcs x 650ml, 6 pcs x 1200ml) With Spoons AirTight | Kitchen Organiser Improved Model Silver line Printed","24 Sil 0000612","Free Size",,"Jars & Containers","1","176654434922920384","176654434922920384_1","2025-07-16","2025-07-24","Courier Return (RTO)","forward_RTO","NA","PocketShip","VL0081632806770","Returned","null","https://www.valmo.in/track/VL0081632806770",,"NA","NA"
"186","Frosty Plastic Food Grade Fridge Square Water Bottle Gift Set(6 pieces, 1L,Assorted)","6Frost bcup 03","Free Size",,"Water Bottles","1","176728983404280128","176728983404280128_1","2025-07-18","2025-07-23","Courier Return (RTO)","forward_RTO","NA","Shadowfax","SF1894103189FPL","Returned","null","https://track.shadowfax.in/track?order=new&trackingId=SF1894103189FPL",,"NA","NA"
